Run,Alias,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Description,diss_oxygen,ENA_CHECKLIST,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,env_biome,env_feature,env_package,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,nitrate,Organism,phosphate,Platform,ReleaseDate,salinity,sample_acc,Sample Name,sample_name,silicate,SRA_accession,SRA Study,temp,title,total_depth_water_col,chlorophyll
ERR833344,jcvi_cn_GS062_0.1,WGS,1685,PRJEB8968,SAMEA3313132,J CRAIG VENTER INSTITUTE,2004-08-04T01:46:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",1.5,"Water sample taken on 2004-08-04T01:46:00+00:00 from site GS062 (lat:-16.74273333\, long:169.7910333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913434,uncalculated,uncalculated,"South Pacific Ocean:Vanuatu Marine Ecoregion:167mi from Lugansville\, Vanuatu",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:25Z,public,AB 3730xL Genetic Analyzer,16.74273333 S 169.7910333 E,GS062_0.1_sanger_5.0KB,PAIRED,RANDOM,GENOMIC,48,32,0.5,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689194,SAMEA3313132,ERS689194,1.1,ERS689194,ERP010013,26.8,GS062 0.1µm,3100,0.08
ERR833348,jcvi_cn_GS066_0.1,WGS,1613,PRJEB8968,SAMEA3313136,J CRAIG VENTER INSTITUTE,2004-09-15T21:51:00+00:00,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",1.5,"Water sample taken on 2004-09-15T21:51:00+00:00 from site GS066 (lat:-22.70653333\, long:167.2947667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.9,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913438,uncalculated,uncalculated,"South Pacific Ocean:New Caledonia Marine Ecoregion:Offshore of Isle des Pins\, New Caledonia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:25Z,public,AB 3730xL Genetic Analyzer,22.70653333 S 167.2947667 E,GS066_0.1_sanger_12.0KB,PAIRED,RANDOM,GENOMIC,46,32,0.81,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689198,SAMEA3313136,ERS689198,0.73,ERS689198,ERP010013,21.1,GS066 0.1µm,60,0.28
ERR833352,jcvi_cn_GS069_0.1,WGS,1699,PRJEB8968,SAMEA3313139,J CRAIG VENTER INSTITUTE,2004-09-21T00:40:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",2,"Water sample taken on 2004-09-21T00:40:00+00:00 from site GS069 (lat:-26.24853333\, long:155.6156667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",4.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913442,uncalculated,uncalculated,"South Pacific Ocean:Tweed-Moreton Marine Ecoregion:160mi from Brisbane\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:29:43Z,public,AB 3730xL Genetic Analyzer,26.24853333 S 155.6156667 E,GS069_0.1_sanger_40.0KB,PAIRED,RANDOM,GENOMIC,0,0,0.61,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36,ERS689201,SAMEA3313139,ERS689201,0.73,ERS689201,ERP010013,21.9,GS069 0.1µm,4700,0.15
ERR833354,jcvi_cn_GS069_0.1,WGS,1597,PRJEB8968,SAMEA3313139,J CRAIG VENTER INSTITUTE,2004-09-21T00:40:00+00:00,public,"sra,fastq","ncbi,s3,gs,ena","ena,gs.US,s3.us-east-1,ncbi.public",2,"Water sample taken on 2004-09-21T00:40:00+00:00 from site GS069 (lat:-26.24853333\, long:155.6156667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",4.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913444,uncalculated,uncalculated,"South Pacific Ocean:Tweed-Moreton Marine Ecoregion:160mi from Brisbane\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:29:43Z,public,AB 3730xL Genetic Analyzer,26.24853333 S 155.6156667 E,GS069_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,105,72,0.61,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36,ERS689201,SAMEA3313139,ERS689201,0.73,ERS689201,ERP010013,21.9,GS069 0.1µm,4700,0.15
ERR833356,jcvi_cn_GS071_0.1,WGS,1622,PRJEB8968,SAMEA3313141,J CRAIG VENTER INSTITUTE,2005-01-03T00:41:00+00:00,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",1.8,"Water sample taken on 2005-01-03T00:41:00+00:00 from site GS071 (lat:-33.8514\, long:151.2674333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",1.9,ERC000011,2015-09-05,2018-11-16,ocean biome,bay,water,ERX913446,uncalculated,uncalculated,"South Pacific Ocean:Manning-Hawkesbury Marine Ecoregion:Syndey Harbor\, Sydney\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:26Z,public,AB 3730xL Genetic Analyzer,33.8514 S 151.2674333 E,GS071_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,8,5,1.4,marine metagenome,0.11,CAPILLARY,2015-09-06T00:00:00Z,36,ERS689203,SAMEA3313141,ERS689203,1.3,ERS689203,ERP010013,21.8,GS071 0.1µm,23,0.13
ERR833358,jcvi_cn_GS073_0.1,WGS,1620,PRJEB8968,SAMEA3313143,J CRAIG VENTER INSTITUTE,2005-01-03T04:06:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2.3,"Water sample taken on 2005-01-03T04:06:00+00:00 from site GS073 (lat:-34.0081\, long:151.2398667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",5.8,ERC000011,2015-09-05,2018-11-16,ocean biome,bay,water,ERX913448,uncalculated,uncalculated,"South Pacific Ocean:Manning-Hawkesbury Marine Ecoregion:Botany Bay\, Sydney\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:19Z,2018-03-09T13:28:10Z,public,AB 3730xL Genetic Analyzer,34.0081 S 151.2398667 E,GS073_0.1_sanger_8.0KB,PAIRED,RANDOM,GENOMIC,7,5,1,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689205,SAMEA3313143,ERS689205,1.6,ERS689205,ERP010013,21.5,GS073 0.1µm,7.6,0.13
ERR833360,jcvi_cn_GS075_0.1,WGS,1472,PRJEB8968,SAMEA3313145,J CRAIG VENTER INSTITUTE,2005-01-18T02:12:00+00:00,public,"sra,fastq","ncbi,ena,gs,s3","ncbi.public,gs.US,s3.us-east-1,ena",0.61,"Water sample taken on 2005-01-18T02:12:00+00:00 from site GS075 (lat:-33.8301\, long:151.07)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0.8...",5.6,ERC000011,2015-09-05,2018-11-16,ocean biome,river outflow,water,ERX913450,uncalculated,uncalculated,"South Pacific Ocean:Manning-Hawkesbury Marine Ecoregion:Home Bush\, Sydney\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:26Z,public,AB 3730xL Genetic Analyzer,33.8301 S 151.07 E,GS075_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,7,5,1.2,marine metagenome,0.96,CAPILLARY,2015-09-06T00:00:00Z,34.7,ERS689207,SAMEA3313145,ERS689207,2.6,ERS689207,ERP010013,23.9,GS075 0.1µm,0.91,
ERR833362,jcvi_cn_GS077_0.1,WGS,1647,PRJEB8968,SAMEA3313147,J CRAIG VENTER INSTITUTE,2005-01-18T22:31:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",0.61,"Water sample taken on 2005-01-18T22:31:00+00:00 from site GS077 (lat:-33.99886667\, long:151.2481333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",4.7,ERC000011,2015-09-05,2018-11-16,ocean biome,bay,water,ERX913452,uncalculated,uncalculated,"South Pacific Ocean:Manning-Hawkesbury Marine Ecoregion:Bare Island\, Sydney\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:26Z,public,AB 3730xL Genetic Analyzer,33.99886667 S 151.2481333 E,GS077_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,8,5,0.98,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689209,SAMEA3313147,ERS689209,0.28,ERS689209,ERP010013,21.4,GS077 0.1µm,3,0.17
ERR833364,jcvi_cn_GS079_0.1,WGS,1707,PRJEB8968,SAMEA3313149,J CRAIG VENTER INSTITUTE,2005-01-19T01:11:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2.7,"Water sample taken on 2005-01-19T01:11:00+00:00 from site GS079 (lat:-34.00693333\, long:151.2403333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.9,ERC000011,2015-09-05,2018-11-16,ocean biome,bay,water,ERX913454,uncalculated,uncalculated,"South Pacific Ocean:Manning-Hawkesbury Marine Ecoregion:Botany Bay\, Sydney\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,34.00693333 S 151.2403333 E,GS079_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,8,5,1,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36,ERS689211,SAMEA3313149,ERS689211,0.29,ERS689211,ERP010013,21.8,GS079 0.1µm,7.6,0.19
ERR833366,jcvi_cn_GS082_0.1,WGS,1633,PRJEB8968,SAMEA3313151,J CRAIG VENTER INSTITUTE,2005-01-21T00:04:00+00:00,public,"fastq,sra","ena,s3,ncbi,gs","ena,ncbi.public,gs.US,s3.us-east-1",2,"Water sample taken on 2005-01-21T00:04:00+00:00 from site GS082 (lat:-33.45953333\, long:151.5078667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",7.9,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913456,uncalculated,uncalculated,"South Pacific Ocean:Manning-Hawkesbury Marine Ecoregion:Off Bulbararing Bay\, Broken Head Point\, NSW\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,33.45953333 S 151.5078667 E,GS082_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,111,75,0.77,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36,ERS689213,SAMEA3313151,ERS689213,0.83,ERS689213,ERP010013,22,GS082 0.1µm,41,0.2
ERR833368,jcvi_cn_GS083_0.1,WGS,1714,PRJEB8968,SAMEA3313152,J CRAIG VENTER INSTITUTE,2005-01-22T05:43:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,ena",2,"Water sample taken on 2005-01-22T05:43:00+00:00 from site GS083 (lat:-29.3988\, long:153.483)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0....",8.2,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913458,uncalculated,uncalculated,"South Pacific Ocean:Tweed-Moreton Marine Ecoregion:Yamba\, NSW\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:30:50Z,public,AB 3730xL Genetic Analyzer,29.3988 S 153.483 E,GS083_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,48,31,1.7,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35,ERS689214,SAMEA3313152,ERS689214,0.79,ERS689214,ERP010013,25.8,GS083 0.1µm,44,0.22
ERR833370,jcvi_cn_GS084_0.1,WGS,1637,PRJEB8968,SAMEA3313153,J CRAIG VENTER INSTITUTE,2005-02-24T00:17:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",0.3,"Water sample taken on 2005-02-24T00:17:00+00:00 from site GS084 (lat:-35.32706667\, long:142.8216667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",7.14,ERC000011,2015-09-05,2018-11-16,ocean biome,hypersaline pond,water,ERX913460,Australia,Oceania,"Australia:Victoria:Lake Tyrell in Sea Lake\, Victoria\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,35.32706667 S 142.8216667 E,GS084_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,8,5,7.6,marine metagenome,2.4,CAPILLARY,2015-09-06T00:00:00Z,35.5,ERS689215,SAMEA3313153,ERS689215,38.2,ERS689215,ERP010013,26.2,GS084 0.1µm,1.5,0.45
ERR833371,jcvi_cn_GS084_0.1,WGS,1437,PRJEB8968,SAMEA3313153,J CRAIG VENTER INSTITUTE,2005-02-24T00:17:00+00:00,public,"fastq,sra","ena,ncbi,s3,gs","ena,ncbi.public,gs.US,s3.us-east-1",0.3,"Water sample taken on 2005-02-24T00:17:00+00:00 from site GS084 (lat:-35.32706667\, long:142.8216667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",7.14,ERC000011,2015-09-05,2018-11-16,ocean biome,hypersaline pond,water,ERX913461,Australia,Oceania,"Australia:Victoria:Lake Tyrell in Sea Lake\, Victoria\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,35.32706667 S 142.8216667 E,GS084_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,7,4,7.6,marine metagenome,2.4,CAPILLARY,2015-09-06T00:00:00Z,35.5,ERS689215,SAMEA3313153,ERS689215,38.2,ERS689215,ERP010013,26.2,GS084 0.1µm,1.5,0.45
ERR833373,jcvi_cn_GS084_0.1,WGS,1531,PRJEB8968,SAMEA3313153,J CRAIG VENTER INSTITUTE,2005-02-24T00:17:00+00:00,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",0.3,"Water sample taken on 2005-02-24T00:17:00+00:00 from site GS084 (lat:-35.32706667\, long:142.8216667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",7.14,ERC000011,2015-09-05,2018-11-16,ocean biome,hypersaline pond,water,ERX913463,Australia,Oceania,"Australia:Victoria:Lake Tyrell in Sea Lake\, Victoria\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,35.32706667 S 142.8216667 E,GS084_0.1_sanger_40.0KB,PAIRED,RANDOM,GENOMIC,1,1,7.6,marine metagenome,2.4,CAPILLARY,2015-09-06T00:00:00Z,35.5,ERS689215,SAMEA3313153,ERS689215,38.2,ERS689215,ERP010013,26.2,GS084 0.1µm,1.5,0.45
ERR833378,jcvi_cn_GS088_0.1,WGS,1685,PRJEB8968,SAMEA3313155,J CRAIG VENTER INSTITUTE,2005-03-01T22:42:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",0.3,"Water sample taken on 2005-03-01T22:42:00+00:00 from site GS088 (lat:-38.1747\, long:144.4383333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",1.53,ERC000011,2015-09-05,2018-11-16,ocean biome,hypersaline pond,water,ERX913468,Australia,Oceania,"Australia:Geelong:Cheetam Salt ponds\, Geelong\, Victoria\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,38.1747 S 144.4383333 E,GS088_0.1_sanger_3.0KB,PAIRED,RANDOM,GENOMIC,139,90,0.29,marine metagenome,0.9,CAPILLARY,2015-09-06T00:00:00Z,35.4,ERS689217,SAMEA3313155,ERS689217,13.8,ERS689217,ERP010013,24.2,GS088 0.1µm,0.91,9.1
ERR833379,jcvi_cn_GS088_0.1,WGS,1561,PRJEB8968,SAMEA3313155,J CRAIG VENTER INSTITUTE,2005-03-01T22:42:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",0.3,"Water sample taken on 2005-03-01T22:42:00+00:00 from site GS088 (lat:-38.1747\, long:144.4383333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",1.53,ERC000011,2015-09-05,2018-11-16,ocean biome,hypersaline pond,water,ERX913469,Australia,Oceania,"Australia:Geelong:Cheetam Salt ponds\, Geelong\, Victoria\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,38.1747 S 144.4383333 E,GS088_0.1_sanger_40.0KB,PAIRED,RANDOM,GENOMIC,0,0,0.29,marine metagenome,0.9,CAPILLARY,2015-09-06T00:00:00Z,35.4,ERS689217,SAMEA3313155,ERS689217,13.8,ERS689217,ERP010013,24.2,GS088 0.1µm,0.91,9.1
ERR833381,jcvi_cn_GS089_0.1,WGS,1584,PRJEB8968,SAMEA3313156,J CRAIG VENTER INSTITUTE,2005-03-02T00:35:00+00:00,public,"sra,fastq","ncbi,s3,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",0.3,"Water sample taken on 2005-03-02T00:35:00+00:00 from site GS089 (lat:-38.16513333\, long:144.4101)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",2.5,ERC000011,2015-09-05,2018-11-16,ocean biome,hypersaline pond,water,ERX913471,Australia,Oceania,"Australia:Geelong:Cheetam Salt ponds\, Geelong\, Victoria\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,38.16513333 S 144.4101 E,GS089_0.1_sanger_3.0KB,PAIRED,RANDOM,GENOMIC,200,135,0.31,marine metagenome,0.83,CAPILLARY,2015-09-06T00:00:00Z,35.4,ERS689218,SAMEA3313156,ERS689218,4.9,ERS689218,ERP010013,28.6,GS089 0.1µm,0.91,9.1
ERR833383,jcvi_cn_GS089_0.1,WGS,1516,PRJEB8968,SAMEA3313156,J CRAIG VENTER INSTITUTE,2005-03-02T00:35:00+00:00,public,"fastq,sra","ena,ncbi,s3,gs","ena,ncbi.public,gs.US,s3.us-east-1",0.3,"Water sample taken on 2005-03-02T00:35:00+00:00 from site GS089 (lat:-38.16513333\, long:144.4101)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",2.5,ERC000011,2015-09-05,2018-11-16,ocean biome,hypersaline pond,water,ERX913473,Australia,Oceania,"Australia:Geelong:Cheetam Salt ponds\, Geelong\, Victoria\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:27Z,public,AB 3730xL Genetic Analyzer,38.16513333 S 144.4101 E,GS089_0.1_sanger_40.0KB,PAIRED,RANDOM,GENOMIC,0,0,0.31,marine metagenome,0.83,CAPILLARY,2015-09-06T00:00:00Z,35.4,ERS689218,SAMEA3313156,ERS689218,4.9,ERS689218,ERP010013,28.6,GS089 0.1µm,0.91,9.1
ERR833385,jcvi_cn_GS091_0.1,WGS,1595,PRJEB8968,SAMEA3313158,J CRAIG VENTER INSTITUTE,2005-03-09T00:53:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",0.46,"Water sample taken on 2005-03-09T00:53:00+00:00 from site GS091 (lat:-43.057\, long:147.2976667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",3,ERC000011,2015-09-05,2018-11-16,ocean biome,estuary,water,ERX913475,uncalculated,uncalculated,"South Pacific Ocean:Bassian Marine Ecoregion:Center N.W. Bay\, Hobart\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:28Z,public,AB 3730xL Genetic Analyzer,43.057 S 147.2976667 E,GS091_0.1_sanger_8.0KB,PAIRED,RANDOM,GENOMIC,85,58,0.074,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,32.8,ERS689220,SAMEA3313158,ERS689220,0.97,ERS689220,ERP010013,17.6,GS091 0.1µm,23,5.3
ERR833387,jcvi_cn_GS094_0.1,WGS,1627,PRJEB8968,SAMEA3313160,J CRAIG VENTER INSTITUTE,2005-04-26T23:13:00+00:00,public,"sra,fastq","gs,s3,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",1.5,"Water sample taken on 2005-04-26T23:13:00+00:00 from site GS094 (lat:-23.45446667\, long:151.8857333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6.3,ERC000011,2015-09-05,2018-11-16,ocean biome,reef,water,ERX913477,uncalculated,uncalculated,"Coral Sea:Central and Southern Great Barrier Reef Marine Ecoregion:Heron Island\, Queensland\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:28Z,public,AB 3730xL Genetic Analyzer,23.45446667 S 151.8857333 E,GS094_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,48,33,0.28,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36.7,ERS689222,SAMEA3313160,ERS689222,0.92,ERS689222,ERP010013,25,GS094 0.1µm,18,0.49
ERR833388,jcvi_cn_GS098_0.1,WGS,1675,PRJEB8968,SAMEA3313161,J CRAIG VENTER INSTITUTE,2005-05-15T01:06:00+00:00,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",1.9,"Water sample taken on 2005-05-15T01:06:00+00:00 from site GS098 (lat:-17.1598\, long:146.0266667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",6,ERC000011,2015-09-05,2018-11-16,ocean biome,reef,water,ERX913478,uncalculated,uncalculated,"Coral Sea:Central and Southern Great Barrier Reef Marine Ecoregion:High Island\, Queensland\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:30:53Z,public,AB 3730xL Genetic Analyzer,17.1598 S 146.0266667 E,GS098_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,47,31,0.41,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,34.8,ERS689223,SAMEA3313161,ERS689223,4.6,ERS689223,ERP010013,25.7,GS098 0.1µm,12,0.6
ERR833392,jcvi_cn_GS100_0.1,WGS,1558,PRJEB8968,SAMEA3313163,J CRAIG VENTER INSTITUTE,2005-06-23T00:53:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",1.7,"Water sample taken on 2005-06-23T00:53:00+00:00 from site GS100 (lat:-11.26353333\, long:142.8924)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µ...",6.4,ERC000011,2015-09-05,2018-11-16,ocean biome,reef,water,ERX913482,uncalculated,uncalculated,"Coral Sea:Torres Strait Northern Great Barrier Reef Marine Ecoregion:Bushy Island Reef\, Queensland\, Australia",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:28Z,public,AB 3730xL Genetic Analyzer,11.26353333 S 142.8924 E,GS100_0.1_sanger_2.0KB,PAIRED,RANDOM,GENOMIC,8,5,0.58,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,32.9,ERS689225,SAMEA3313163,ERS689225,0.48,ERS689225,ERP010013,26.6,GS100 0.1µm,25,2.7
ERR833394,jcvi_cn_GS102_0.1,WGS,1626,PRJEB8968,SAMEA3313164,J CRAIG VENTER INSTITUTE,2005-07-22T04:46:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",1.2,"Water sample taken on 2005-07-22T04:46:00+00:00 from site GS102 (lat:-12.66646667\, long:127.2827667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.3,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913484,uncalculated,uncalculated,Timor Sea:Bonaparte Coast Marine Ecoregion:Western Australia EEZ,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:28Z,public,AB 3730xL Genetic Analyzer,12.66646667 S 127.2827667 E,GS102_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,128,87,0.15,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,33.2,ERS689226,SAMEA3313164,ERS689226,1.3,ERS689226,ERP010013,27.2,GS102 0.1µm,81,0.95
